编号,全拼_raw,全拼_hex,简拼_raw,简拼_hex,干音_raw,干音_hex,映射编号
1155,􀀎􀀮􀀮􀀥,U+10000E U+10002E U+10002E U+100025,􀀎􀀮􀀥,U+10000E U+10002E U+100025,􀀎,U+10000E,3524
1156,􀀎􀀮􀀮􀀮,U+10000E U+10002E U+10002E U+10002E,􀀎􀀮,U+10000E U+10002E,􀀎,U+10000E,3478
1157,􀀎􀀮􀀮􀁀,U+10000E U+10002E U+10002E U+100040,􀀎􀀮􀁀,U+10000E U+10002E U+100040,􀀎,U+10000E,3496
1158,􀀎􀀯􀀯􀀻,U+10000E U+10002F U+10002F U+10003B,􀀎􀀯􀀻,U+10000E U+10002F U+10003B,􀀎,U+10000E,3486
1159,􀀎􀀯􀀰􀀢,U+10000E U+10002F U+100030 U+100022,􀀎􀀯􀀰􀀢,U+10000E U+10002F U+100030 U+100022,􀀎,U+10000E,3484
1160,􀀎􀀯􀀰􀀽,U+10000E U+10002F U+100030 U+10003D,􀀎􀀯􀀰􀀽,U+10000E U+10002F U+100030 U+10003D,􀀎,U+10000E,3492
1161,􀀎􀀱􀀰􀀻,U+10000E U+100031 U+100030 U+10003B,􀀎􀀱􀀰􀀻,U+10000E U+100031 U+100030 U+10003B,􀀎,U+10000E,3488
1162,􀀎􀀱􀀱􀀽,U+10000E U+100031 U+100031 U+10003D,􀀎􀀱􀀽,U+10000E U+100031 U+10003D,􀀎,U+10000E,3490
1163,􀀎􀀲􀀲􀀲,U+10000E U+100032 U+100032 U+100032,􀀎􀀲,U+10000E U+100032,􀀎,U+10000E,3502
1164,􀀎􀀲􀀳􀀴,U+10000E U+100032 U+100033 U+100034,􀀎􀀲􀀳􀀴,U+10000E U+100032 U+100033 U+100034,􀀎,U+10000E,3508
1165,􀀎􀀳􀀳􀀳,U+10000E U+100033 U+100033 U+100033,􀀎􀀳,U+10000E U+100033,􀀎,U+10000E,3510
1166,􀀎􀀴􀀳􀀲,U+10000E U+100034 U+100033 U+100032,􀀎􀀴􀀳􀀲,U+10000E U+100034 U+100033 U+100032,􀀎,U+10000E,3504
1167,􀀎􀀴􀀴􀀴,U+10000E U+100034 U+100034 U+100034,􀀎􀀴,U+10000E U+100034,􀀎,U+10000E,3506
1168,􀀏􀀣􀀣􀀣,U+10000F U+100023 U+100023 U+100023,􀀏􀀣,U+10000F U+100023,􀀏,U+10000F,358
1169,􀀏􀀣􀀤􀀥,U+10000F U+100023 U+100024 U+100025,􀀏􀀣􀀤􀀥,U+10000F U+100023 U+100024 U+100025,􀀏,U+10000F,364
1170,􀀏􀀣􀀩􀀠,U+10000F U+100023 U+100029 U+100020,􀀏􀀣􀀩􀀠,U+10000F U+100023 U+100029 U+100020,􀀏,U+10000F,374
1171,􀀏􀀣􀀩􀀩,U+10000F U+100023 U+100029 U+100029,􀀏􀀣􀀩,U+10000F U+100023 U+100029,􀀏,U+10000F,368
1172,􀀏􀀣􀀩􀀻,U+10000F U+100023 U+100029 U+10003B,􀀏􀀣􀀩􀀻,U+10000F U+100023 U+100029 U+10003B,􀀏,U+10000F,382
1173,􀀏􀀣􀀩􀀾,U+10000F U+100023 U+100029 U+10003E,􀀏􀀣􀀩􀀾,U+10000F U+100023 U+100029 U+10003E,􀀏,U+10000F,390
1174,􀀏􀀣􀀪􀀢,U+10000F U+100023 U+10002A U+100022,􀀏􀀣􀀪􀀢,U+10000F U+100023 U+10002A U+100022,􀀏,U+10000F,380
1175,􀀏􀀣􀀪􀀫,U+10000F U+100023 U+10002A U+10002B,􀀏􀀣􀀪􀀫,U+10000F U+100023 U+10002A U+10002B,􀀏,U+10000F,372
1176,􀀏􀀣􀀪􀀽,U+10000F U+100023 U+10002A U+10003D,􀀏􀀣􀀪􀀽,U+10000F U+100023 U+10002A U+10003D,􀀏,U+10000F,388
1177,􀀏􀀣􀀪􀁀,U+10000F U+100023 U+10002A U+100040,􀀏􀀣􀀪􀁀,U+10000F U+100023 U+10002A U+100040,􀀏,U+10000F,396
1178,􀀏􀀣􀀬􀀬,U+10000F U+100023 U+10002C U+10002C,􀀏􀀣􀀬,U+10000F U+100023 U+10002C,􀀏,U+10000F,416
1179,􀀏􀀣􀀬􀀾,U+10000F U+100023 U+10002C U+10003E,􀀏􀀣􀀬􀀾,U+10000F U+100023 U+10002C U+10003E,􀀏,U+10000F,340
1180,􀀏􀀣􀀭􀀮,U+10000F U+100023 U+10002D U+10002E,􀀏􀀣􀀭􀀮,U+10000F U+100023 U+10002D U+10002E,􀀏,U+10000F,418
1181,􀀏􀀣􀀭􀁀,U+10000F U+100023 U+10002D U+100040,􀀏􀀣􀀭􀁀,U+10000F U+100023 U+10002D U+100040,􀀏,U+10000F,346
1182,􀀏􀀣􀀯􀀠,U+10000F U+100023 U+10002F U+100020,􀀏􀀣􀀯􀀠,U+10000F U+100023 U+10002F U+100020,􀀏,U+10000F,400
1183,􀀏􀀣􀀯􀀻,U+10000F U+100023 U+10002F U+10003B,􀀏􀀣􀀯􀀻,U+10000F U+100023 U+10002F U+10003B,􀀏,U+10000F,408
1184,􀀏􀀣􀀰􀀢,U+10000F U+100023 U+100030 U+100022,􀀏􀀣􀀰􀀢,U+10000F U+100023 U+100030 U+100022,􀀏,U+10000F,406
1185,􀀏􀀤􀀤􀀤,U+10000F U+100024 U+100024 U+100024,􀀏􀀤,U+10000F U+100024,􀀏,U+10000F,366
1186,􀀏􀀤􀀪􀀿,U+10000F U+100024 U+10002A U+10003F,􀀏􀀤􀀪􀀿,U+10000F U+100024 U+10002A U+10003F,􀀏,U+10000F,398
1187,􀀏􀀤􀀭􀀭,U+10000F U+100024 U+10002D U+10002D,􀀏􀀤􀀭,U+10000F U+100024 U+10002D,􀀏,U+10000F,420
1188,􀀏􀀤􀀰􀀼,U+10000F U+100024 U+100030 U+10003C,􀀏􀀤􀀰􀀼,U+10000F U+100024 U+100030 U+10003C,􀀏,U+10000F,414
1189,􀀏􀀥􀀤􀀣,U+10000F U+100025 U+100024 U+100023,􀀏􀀥􀀤􀀣,U+10000F U+100025 U+100024 U+100023,􀀏,U+10000F,360
1190,􀀏􀀥􀀥􀀥,U+10000F U+100025 U+100025 U+100025,􀀏􀀥,U+10000F U+100025,􀀏,U+10000F,362
1191,􀀏􀀥􀀪􀀠,U+10000F U+100025 U+10002A U+100020,􀀏􀀥􀀪􀀠,U+10000F U+100025 U+10002A U+100020,􀀏,U+10000F,376
1192,􀀏􀀥􀀪􀀻,U+10000F U+100025 U+10002A U+10003B,􀀏􀀥􀀪􀀻,U+10000F U+100025 U+10002A U+10003B,􀀏,U+10000F,384
1193,􀀏􀀥􀀪􀀾,U+10000F U+100025 U+10002A U+10003E,􀀏􀀥􀀪􀀾,U+10000F U+100025 U+10002A U+10003E,􀀏,U+10000F,392
1194,􀀏􀀥􀀫􀀢,U+10000F U+100025 U+10002B U+100022,􀀏􀀥􀀫􀀢,U+10000F U+100025 U+10002B U+100022,􀀏,U+10000F,378
1195,􀀏􀀥􀀫􀀫,U+10000F U+100025 U+10002B U+10002B,􀀏􀀥􀀫,U+10000F U+100025 U+10002B,􀀏,U+10000F,370
1196,􀀏􀀥􀀫􀀽,U+10000F U+100025 U+10002B U+10003D,􀀏􀀥􀀫􀀽,U+10000F U+100025 U+10002B U+10003D,􀀏,U+10000F,386
1197,􀀏􀀥􀀫􀁀,U+10000F U+100025 U+10002B U+100040,􀀏􀀥􀀫􀁀,U+10000F U+100025 U+10002B U+100040,􀀏,U+10000F,394
1198,􀀏􀀥􀀭􀀾,U+10000F U+100025 U+10002D U+10003E,􀀏􀀥􀀭􀀾,U+10000F U+100025 U+10002D U+10003E,􀀏,U+10000F,342
1199,􀀏􀀥􀀮􀁀,U+10000F U+100025 U+10002E U+100040,􀀏􀀥􀀮􀁀,U+10000F U+100025 U+10002E U+100040,􀀏,U+10000F,344
1200,􀀏􀀥􀀰􀀠,U+10000F U+100025 U+100030 U+100020,􀀏􀀥􀀰􀀠,U+10000F U+100025 U+100030 U+100020,􀀏,U+10000F,402
1201,􀀏􀀥􀀰􀀻,U+10000F U+100025 U+100030 U+10003B,􀀏􀀥􀀰􀀻,U+10000F U+100025 U+100030 U+10003B,􀀏,U+10000F,410
1202,􀀏􀀥􀀱􀀢,U+10000F U+100025 U+100031 U+100022,􀀏􀀥􀀱􀀢,U+10000F U+100025 U+100031 U+100022,􀀏,U+10000F,404
1203,􀀏􀀥􀀱􀀽,U+10000F U+100025 U+100031 U+10003D,􀀏􀀥􀀱􀀽,U+10000F U+100025 U+100031 U+10003D,􀀏,U+10000F,412
1204,􀀏􀀩􀀩􀀠,U+10000F U+100029 U+100029 U+100020,􀀏􀀩􀀠,U+10000F U+100029 U+100020,􀀏,U+10000F,260
1205,􀀏􀀩􀀩􀀣,U+10000F U+100029 U+100029 U+100023,􀀏􀀩􀀣,U+10000F U+100029 U+100023,􀀏,U+10000F,290
1206,􀀏􀀩􀀩􀀩,U+10000F U+100029 U+100029 U+100029,􀀏􀀩,U+10000F U+100029,􀀏,U+10000F,250
1207,􀀏􀀩􀀩􀀻,U+10000F U+100029 U+100029 U+10003B,􀀏􀀩􀀻,U+10000F U+100029 U+10003B,􀀏,U+10000F,270
1208,􀀏􀀩􀀩􀀾,U+10000F U+100029 U+100029 U+10003E,􀀏􀀩􀀾,U+10000F U+100029 U+10003E,􀀏,U+10000F,280
1209,􀀏􀀩􀀪􀀢,U+10000F U+100029 U+10002A U+100022,􀀏􀀩􀀪􀀢,U+10000F U+100029 U+10002A U+100022,􀀏,U+10000F,266
